annee;trimestre;dernier_jour_du_mois;duree_de_contrat;nature_de_contrat;dpae_brut;dpae_cvs
2018;1;2018-01-31;Contrat de plus d'un mois;CDD de plus d'un mois;345058;355489
2018;2;2018-04-30;Contrat de plus d'un mois;CDI;328731;336937
2018;2;2018-05-31;Contrat de plus d'un mois;CDI;285919;339152
2018;2;2018-06-30;Contrat de plus d'un mois;CDD de plus d'un mois;397873;358142
2018;2;2018-06-30;Contrat de plus d'un mois;CDI;311292;340931
2018;3;2018-07-31;Contrat de plus d'un mois;CDD de plus d'un mois;612309;359735
2018;3;2018-07-31;Contrat de plus d'un mois;CDI;319219;338944
2018;3;2018-08-31;Contrat de plus d'un mois;CDI;257204;341487
2018;4;2018-10-31;Contrat de plus d'un mois;CDD de plus d'un mois;366902;364809
2018;4;2018-11-30;Contrat de plus d'un mois;CDD de plus d'un mois;304960;354634
2018;4;2018-12-31;Contrat de plus d'un mois;CDD de plus d'un mois;241307;369296
2018;4;2018-12-31;Contrat de plus d'un mois;CDI;251938;349378
2019;1;2019-01-31;Contrat de plus d'un mois;CDD de plus d'un mois;349537;368898
2019;2;2019-04-30;Contrat de plus d'un mois;CDD de plus d'un mois;354598;380849
2019;2;2019-05-31;Contrat de plus d'un mois;CDD de plus d'un mois;312769;356900
2019;3;2019-07-31;Contrat de plus d'un mois;CDI;337784;354366
2019;4;2019-10-31;Contrat de plus d'un mois;CDD de plus d'un mois;344377;352419
2019;4;2019-10-31;Contrat de plus d'un mois;CDI;423115;352313
2019;4;2019-11-30;Contrat de plus d'un mois;CDD de plus d'un mois;310295;374527
2019;4;2019-12-31;Contrat de plus d'un mois;CDI;261963;354178
2020;2;2020-05-31;Contrat de plus d'un mois;CDD de plus d'un mois;158503;181511
2020;2;2020-06-30;Contrat de plus d'un mois;CDI;273459;294088
2020;3;2020-08-31;Contrat de plus d'un mois;CDD de plus d'un mois;288694;373647
2020;3;2020-08-31;Contrat de plus d'un mois;CDI;262209;341837
2020;3;2020-09-30;Contrat de plus d'un mois;CDI;483401;305968
2021;1;2021-01-31;Contrat de plus d'un mois;CDI;371429;304614
2021;1;2021-02-28;Contrat de plus d'un mois;CDD de plus d'un mois;207259;337175
2021;1;2021-03-31;Contrat de plus d'un mois;CDD de plus d'un mois;271692;337425
2021;1;2021-03-31;Contrat de plus d'un mois;CDI;313669;308674
2021;2;2021-05-31;Contrat de plus d'un mois;CDI;330224;382280
2021;3;2021-08-31;Contrat de plus d'un mois;CDD de plus d'un mois;320127;398816
2021;3;2021-09-30;Contrat de plus d'un mois;CDI;616532;393969
2021;4;2021-10-31;Contrat de plus d'un mois;CDI;475818;408012
2022;1;2022-01-31;Contrat de plus d'un mois;CDD de plus d'un mois;379903;402835
2022;2;2022-06-30;Contrat de plus d'un mois;CDI;384536;427038
2022;3;2022-08-31;Contrat de plus d'un mois;CDI;347160;439662
2022;4;2022-10-31;Contrat de plus d'un mois;CDI;518782;431930
2022;4;2022-11-30;Contrat de plus d'un mois;CDI;425632;424403
2022;4;2022-12-31;Contrat de plus d'un mois;CDD de plus d'un mois;250461;402117
2022;4;2022-12-31;Contrat de plus d'un mois;CDI;304014;425845
2023;1;2023-02-28;Contrat de plus d'un mois;CDD de plus d'un mois;242136;392637
2023;1;2023-02-28;Contrat de plus d'un mois;CDI;374684;425562
2023;1;2023-03-31;Contrat de plus d'un mois;CDD de plus d'un mois;300252;395094
2023;2;2023-04-30;Contrat de plus d'un mois;CDD de plus d'un mois;339471;396740
